			Values		
2025	05	0408020369-TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DO CONDILO / TROCLEA/APOFISE CORONOIDE DO ULNA / CABECA DO RADIO	4	R$ 2.273,53	R$ 568,38
2025	05	0408020377-TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS METACARPIANOS	5	R$ 3.810,11	R$ 762,02
2025	05	0408020385-TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA SUPRACONDILIANA DO UMERO	5	R$ 5.233,52	R$ 1.046,70
2025	05	0408020407-TRATAMENTO CIRURGICO DE FRATURA DA EXTREMIDADE / METAFISE DISTAL DOS OSSOS DO ANTEBRACO	14	R$ 7.657,78	R$ 546,98
2025	05	0408020415-TRATAMENTO CIRURGICO DE FRATURA DE EXTREMIDADES / METAFISE PROXIMAL DOS OSSOS DO ANTEBRACO	2	R$ 1.142,37	R$ 571,19
2025	05	0408020431-TRATAMENTO CIRURGICO DE FRATURA DIAFISARIA UNICA DO RADIO / DA ULNA	1	R$ 770,18	R$ 770,18
2025	05	0408020440-TRATAMENTO CIRURGICO DE FRATURA LESAO FISARIA DOS OSSOS DO ANTEBRACO	1	R$ 265,34	R$ 265,34
2025	05	0408020458-TRATAMENTO CIRURGICO DE FRATURA-LUXACAO DE GALEAZZI / MONTEGGIA / ESSEX-LOPRESTI	1	R$ 750,40	R$ 750,40
2025	05	0408020512-TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO CARPO-METACARPIANA	2	R$ 639,35	R$ 319,68
2025	05	0408020520-TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO DOS OSSOS DO CARPO	2	R$ 764,36	R$ 382,18
2025	05	0408020539-TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO METACARPO-FALANGIANA	2	R$ 944,71	R$ 472,36
2025	05	0408020547-TRATAMENTO CIRURGICO DE LUXACAO OU FRATURA-LUXACAO DO COTOVELO	1	R$ 467,13	R$ 467,13
2025	05	0408020563-TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DO ANTEBRACO	1	R$ 788,32	R$ 788,32
2025	05	0408030305-ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, QUATRO NIVEIS,	1	R$ 11.055,97	R$ 11.055,97
2025	05	0408030380-DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (1 NIVEL C/ MICROSCOPIO)	2	R$ 29.975,15	R$ 14.987,58
2025	05	0408030399-DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (UM NIVEL)	1	R$ 4.219,32	R$ 4.219,32
2025	05	0408030402-DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (DOIS NIVEIS)	1	R$ 4.103,26	R$ 4.103,26
2025	05	0408030410-DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (DOIS OU MAIS NIVEIS C/ MICROSCOPIO)	1	R$ 6.166,79	R$ 6.166,79
2025	05	0408030801-TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR DOZE NIVEIS OU MAIS	1	R$ 16.333,39	R$ 16.333,39
2025	05	0408040084-ARTROPLASTIA TOTAL PRIMARIA DO QUADRIL CIMENTADA	6	R$ 75.715,75	R$ 12.619,29
2025	05	0408040122-EPIFISIODESE DO TROCANTER MAIOR DO FEMUR	1	R$ 957,05	R$ 957,05
2025	05	0408050012-AMPUTACAO / DESARTICULACAO DE MEMBROS INFERIORES	8	R$ 31.848,26	R$ 3.981,03
2025	05	0408050020-AMPUTACAO / DESARTICULACAO DE PE E TARSO	1	R$ 10.436,91	R$ 10.436,91
2025	05	0408050039-ARTRODESE DE MEDIAS / GRANDES ARTICULACOES DE MEMBRO INFERIOR	2	R$ 3.070,97	R$ 1.535,49
2025	05	0408050063-ARTROPLASTIA TOTAL PRIMARIA DO JOELHO	3	R$ 32.770,96	R$ 10.923,65
2025	05	0408050101-PATELECTOMIA TOTAL OU PARCIAL	1	R$ 533,13	R$ 533,13
2025	05	0408050136-RECONSTRUCAODE TENDAO PATELAR / TENDAO QUADRICIPITAL	2	R$ 3.221,40	R$ 1.610,70
2025	05	0408050179-RECONSTRUCAO LIGAMENTAR INTRA-ARTICULAR DO JOELHO (CRUZADO POSTERIOR COM OU SEM ANTERIOR)	2	R$ 3.221,40	R$ 1.610,70
2025	05	0408050233-REDUCAO INCRUENTA DE FRATURA DIAFISARIA / LESAO FISARIA PROXIMAL DO FEMUR	1	R$ 329,31	R$ 329,31
2025	05	0408050330-REVISAO CIRURGICA DE COTO DE AMPUTACAO EM MEMBRO INFERIOR (EXCETO DEDOS DO PE)	7	R$ 13.801,17	R$ 1.971,60
2025	05	0408050349-REVISAO CIRURGICA DO PE TORTO CONGENITO	3	R$ 1.066,60	R$ 355,53
2025	05	0408050420-TRATAMENTO CIRURGICO DAS DESINSERCOES DAS ESPINHAS INTERCONDILARES / EPICONDILARES	1	R$ 588,44	R$ 588,44
2025	05	0408050454-TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DE OSSOS DO MEDIO-PE	1	R$ 676,70	R$ 676,70
2025	05	0408050462-TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS METATARSIANOS	1	R$ 857,29	R$ 857,29
2025	05	0408050497-TRATAMENTO CIRURGICO DE FRATURA BIMALEOLAR / TRIMALEOLAR / DA FRATURA-LUXACAO DO TORNOZELO	20	R$ 26.184,17	R$ 1.309,21
2025	05	0408050500-TRATAMENTO CIRURGICO DE FRATURA DA DIAFISE DA TIBIA	12	R$ 70.122,16	R$ 5.843,51
2025	05	0408050519-TRATAMENTO CIRURGICO DE FRATURA DA DIAFISE DO FEMUR	5	R$ 10.539,03	R$ 2.107,81
2025	05	0408050535-TRATAMENTO CIRURGICO DE FRATURA DO CALCANEO	2	R$ 1.401,20	R$ 700,60
2025	05	0408050543-TRATAMENTO CIRURGICO DE FRATURA DO PILAO TIBIAL	2	R$ 2.679,43	R$ 1.339,72
2025	05	0408050551-TRATAMENTO CIRURGICO DE FRATURA DO PLANALTO TIBIAL	4	R$ 5.446,76	R$ 1.361,69
2025	05	0408050578-TRATAMENTO CIRURGICO DE FRATURA DO TORNOZELO UNIMALEOLAR	6	R$ 7.430,31	R$ 1.238,39
2025	05	0408050608-TRATAMENTO CIRURGICO DE FRATURA LESAO FISARIA DISTAL DE TIBIA	2	R$ 1.364,41	R$ 682,21
2025	05	0408050616-TRATAMENTO CIRURGICO DE FRATURA SUBTROCANTERIANA	2	R$ 2.902,60	R$ 1.451,30
2025	05	0408050632-TRATAMENTO CIRURGICO DE FRATURA TRANSTROCANTERIANA	11	R$ 29.621,25	R$ 2.692,84
2025	05	0408050667-TRATAMENTO CIRURGICO DE LESAO AGUDA CAPSULO-LIGAMENTAR MEMBRO INFERIOR (JOELHO / TORNOZELO)	1	R$ 990,87	R$ 990,87
2025	05	0408050683-TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO AO NIVEL DO JOELHO	1	R$ 1.433,36	R$ 1.433,36
2025	05	0408050691-TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO METATARSO-FALANGIANA / INTER-FALANGIANA	1	R$ 440,63	R$ 440,63
2025	05	0408050713-TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO TARSO-METATARSICA	1	R$ 475,81	R$ 475,81
2025	05	0408050764-TRATAMENTO CIRURGICO DE PE TORTO CONGENITO	2	R$ 592,12	R$ 296,06
2025	05	0408050870-TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO/ PERDA OSSEA DA METAFISE TIBIAL	2	R$ 2.215,14	R$ 1.107,57
2025	05	0408050896-TRATAMENTO CIRURGICO DE ROTURA DO MENISCO COM MENISCECTOMIA PARCIAL / TOTAL	2	R$ 3.298,96	R$ 1.649,48
2025	05	0408050926-TRATAMENTO DAS LESOES OSTEO-CONDRAIS POR FIXACAO OU MOSAICOPLASTIA JOELHO/TORNOZELO	1	R$ 1.518,23	R$ 1.518,23
2025	05	0408060034-ALONGAMENTO E/OU TRANSPORTE OSSEO DE OSSOS LONGOS (EXCETO DA MAO E DO PE)	1	R$ 872,22	R$ 872,22
2025	05	0408060042-AMPUTACAO / DESARTICULACAO DE DEDO	7	R$ 5.547,46	R$ 792,49
2025	05	0408060050-ARTRODESE DE PEQUENAS ARTICULACOES	2	R$ 1.574,53	R$ 787,27
2025	05	0408060077-ARTROPLASTIA DE RESSECCAO DE PEQUENAS ARTICULACOES	1	R$ 281,41	R$ 281,41
2025	05	0408060131-EXPLORACAO ARTICULAR C/ OU S/ SINOVECTOMIA DE PEQUENAS ARTICULACOES	1	R$ 297,56	R$ 297,56
2025	05	0408060182-OSTEOTOMIA DE OSSOS DA MAO E/OU DO PE	2	R$ 671,54	R$ 335,77
2025	05	0408060190-OSTEOTOMIA DE OSSOS LONGOS EXCETO DA MAO E DO PE	1	R$ 676,16	R$ 676,16
2025	05	0408060310-RESSECCAO SIMPLES DE TUMOR OSSEO / DE PARTES MOLES	2	R$ 890,16	R$ 445,08
2025	05	0408060352-RETIRADA DE FIO OU PINO INTRA-OSSEO	4	R$ 639,68	R$ 159,92
2025	05	0408060379-RETIRADA DE PLACA E/OU PARAFUSOS	7	R$ 3.006,34	R$ 429,48
2025	05	0408060425-REVISAO CIRURGICA DE COTO DE AMPUTACAO DOS DEDOS	2	R$ 683,50	R$ 341,75
2025	05	0408060441-TENOLISE	1	R$ 229,40	R$ 229,40
2025	05	0408060450-TENOMIORRAFIA	4	R$ 850,52	R$ 212,63
2025	05	0408060476-TENOPLASTIA OU ENXERTO DE TENDAO UNICO	2	R$ 1.404,32	R$ 702,16
2025	05	0408060484-TENORRAFIA UNICA EM TUNEL OSTEO-FIBROSO	3	R$ 1.304,02	R$ 434,67
2025	05	0408060557-TRATAMENTO CIRURGICO DE ARTRITE INFECCIOSA (GRANDES E MEDIAS ARTICULACOES)	6	R$ 31.912,40	R$ 5.318,73
2025	05	0408060573-TRATAMENTO CIRURGICO DE DEDO EM MARTELO / EM GARRA (MAO E PE)	1	R$ 268,42	R$ 268,42
2025	05	0408060638-TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO METATARSO INTER-FALANGEANA	1	R$ 290,41	R$ 290,41
2025	05	0409010065-CISTOLITOTOMIA E/OU RETIRADA DE CORPO ESTRANHO DA BEXIGA	1	R$ 914,86	R$ 914,86
2025	05	0409010081-CISTORRAFIA	1	R$ 3.053,46	R$ 3.053,46
2025	05	0409010090-CISTOSTOMIA	2	R$ 1.391,76	R$ 695,88
2025	05	0409010146-EXTRACAO ENDOSCOPICA DE CALCULO EM PELVE RENAL	1	R$ 803,51	R$ 803,51
2025	05	0409010170-INSTALACAO ENDOSCOPICA DE CATETER DUPLO J	9	R$ 40.706,94	R$ 4.522,99
2025	05	0409010219-NEFRECTOMIA TOTAL	3	R$ 10.902,65	R$ 3.634,22
2025	05	0409010227-NEFROLITOTOMIA	1	R$ 1.179,73	R$ 1.179,73
2025	05	0409010235-NEFROLITOTOMIA PERCUTANEA	2	R$ 2.912,54	R$ 1.456,27
2025	05	0409010286-NEFROSTOMIA COM OU SEM DRENAGEM	1	R$ 1.068,67	R$ 1.068,67
2025	05	0409010324-PIELOPLASTIA	1	R$ 1.132,16	R$ 1.132,16
2025	05	0409010499-TRATAMENTO CIRURGICO DE INCONTINENCIA URINARIA VIA ABDOMINAL	1	R$ 386,20	R$ 386,20
2025	05	0409010596-URETEROLITOTRIPSIA TRANSURETEROSCOPICA	13	R$ 18.257,55	R$ 1.404,43
2025	05	0409020109-RESSECCAO E FECHAMENTO DE FISTULA URETRAL	1	R$ 380,96	R$ 380,96
2025	05	0409020133-URETROPLASTIA AUTOGENA	2	R$ 955,10	R$ 477,55
2025	05	0409020176-URETROTOMIA INTERNA	3	R$ 1.901,76	R$ 633,92
2025	05	0409030023-PROSTATECTOMIA SUPRAPUBICA	2	R$ 2.054,54	R$ 1.027,27
2025	05	0409030040-RESSECCAO ENDOSCOPICA DE PROSTATA	6	R$ 6.734,70	R$ 1.122,45
2025	05	0409040126-ORQUIDOPEXIA BILATERAL	1	R$ 385,32	R$ 385,32
2025	05	0409040134-ORQUIDOPEXIA UNILATERAL	1	R$ 360,07	R$ 360,07
2025	05	0409040142-ORQUIECTOMIA SUBCAPSULAR BILATERAL	3	R$ 1.316,86	R$ 438,95
2025	05	0409040169-ORQUIECTOMIA UNILATERAL	3	R$ 1.050,39	R$ 350,13
2025	05	0409040215-TRATAMENTO CIRURGICO DE HIDROCELE	2	R$ 513,94	R$ 256,97
2025	05	0409040231-TRATAMENTO CIRURGICO DE VARICOCELE	1	R$ 257,56	R$ 257,56
2025	05	0409050032-CORRECAO DE HIPOSPADIA (1º TEMPO)	2	R$ 1.019,76	R$ 509,88
2025	05	0409050075-PLASTICA TOTAL DO PENIS	1	R$ 505,02	R$ 505,02
2025	05	0409050083-POSTECTOMIA	5	R$ 1.139,66	R$ 227,93
2025	05	0409050113-TRATAMENTO CIRURGICO DE PRIAPRISMO	1	R$ 987,97	R$ 987,97
2025	05	0409060070-ESVAZIAMENTO DE UTERO POS-ABORTO POR ASPIRACAO MANUAL INTRA-UTERINA (AMIU)	1	R$ 142,84	R$ 142,84
2025	05	0409060100-HISTERECTOMIA (POR VIA VAGINAL)	1	R$ 658,83	R$ 658,83
2025	05	0409060119-HISTERECTOMIA C/ ANEXECTOMIA (UNI / BILATERAL)	4	R$ 4.548,35	R$ 1.137,09
2025	05	0409060135-HISTERECTOMIA TOTAL	2	R$ 1.822,21	R$ 911,11
2025	05	0409060151-HISTERECTOMIA VIDEOLAPAROSCOPICA	9	R$ 6.174,60	R$ 686,07
2025	05	0409060178-HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO	11	R$ 1.914,63	R$ 174,06
2025	05	0409060208-MIOMECTOMIA VIDEOLAPAROSCOPICA	1	R$ 471,54	R$ 471,54
2025	05	0409060216-OOFORECTOMIA / OOFOROPLASTIA	3	R$ 1.629,25	R$ 543,08
2025	05	0409060232-SALPINGECTOMIA UNI / BILATERAL	1	R$ 465,59	R$ 465,59
2025	05	0409060240-SALPINGECTOMIA VIDEOLAPAROSCOPICA	1	R$ 376,84	R$ 376,84
2025	05	0409070050-COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR	1	R$ 472,43	R$ 472,43
2025	05	0409070076-COLPOPERINEORRAFIA NAO OBSTETRICA	1	R$ 546,55	R$ 546,55
2025	05	0409070157-EXERESE DE GLANDULA DE BARTHOLIN / SKENE	2	R$ 449,38	R$ 224,69
2025	05	0409070254-TRATAMENTO CIRURGICO DE FISTULA VESICO-VAGINAL	1	R$ 1.142,25	R$ 1.142,25
2025	05	0409070262-TRATAMENTO CIRURGICO DE HIPERTROFIA DOS PEQUENOS LABIOS	1	R$ 119,35	R$ 119,35
2025	05	0409070270-TRATAMENTO CIRURGICO DE INCONTINENCIA URINARIA POR VIA VAGINAL	2	R$ 745,78	R$ 372,89
2025	05	0409070297-VULVECTOMIA AMPLIADA COM LINFADENECTOMIA	1	R$ 941,54	R$ 941,54
2025	05	0410010014-DRENAGEM DE ABSCESSO DE MAMA	2	R$ 465,08	R$ 232,54
2025	05	0410010073-PLASTICA MAMARIA FEMININA NAO ESTETICA	3	R$ 4.058,85	R$ 1.352,95
2025	05	0411010026-PARTO CESARIANO EM GESTACAO DE ALTO RISCO	32	R$ 34.662,36	R$ 1.083,20
2025	05	0411010034-PARTO CESARIANO	13	R$ 16.649,48	R$ 1.280,73
2025	05	0411010042-PARTO CESARIANO C/ LAQUEADURA TUBARIA	2	R$ 1.344,22	R$ 672,11
2025	05	0411020013-CURETAGEM POS-ABORTAMENTO / PUERPERAL	9	R$ 1.797,20	R$ 199,69
2025	05	0412010100-TRAQUEOPLASTIA E/OU LARINGOTRAQUEOPLASTIA	2	R$ 1.492,29	R$ 746,15
2025	05	0412040166-TORACOSTOMIA COM DRENAGEM PLEURAL FECHADA	17	R$ 156.334,16	R$ 9.196,13
2025	05	0412040174-TORACOTOMIA EXPLORADORA	1	R$ 1.688,24	R$ 1.688,24
2025	05	0412050048-LOBECTOMIA PULMONAR	1	R$ 5.589,76	R$ 5.589,76
2025	05	0413040020-CORRECAO DE RETRACAO CICATRICIAL VARIOS ESTAGIOS	2	R$ 2.620,82	R$ 1.310,41
2025	05	0413040178-TRATAMENTO CIRURGICO DE LESOES EXTENSAS C/ PERDA DE SUBSTANCIA CUTANEA	1	R$ 1.129,57	R$ 1.129,57
2025	05	0415010012-TRATAMENTO C/ CIRURGIAS MULTIPLAS	87	R$ 736.527,79	R$ 8.465,84
2025	05	0415020034-OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS	22	R$ 113.413,28	R$ 5.155,15
2025	05	0415020050-PROCEDIMENTOS SEQUENCIAIS EM ONCOLOGIA	32	R$ 255.672,43	R$ 7.989,76
2025	05	0415020069-PROCEDIMENTOS SEQUENCIAIS EM ORTOPEDIA	9	R$ 32.453,48	R$ 3.605,94
2025	05	0415020077-PROCEDIMENTOS SEQUENCIAIS EM NEUROCIRURGIA	41	R$ 412.821,20	R$ 10.068,81
2025	05	0415030013-TRATAMENTO CIRURGICO EM POLITRAUMATIZADO	26	R$ 170.885,64	R$ 6.572,52
2025	05	0415040027-DEBRIDAMENTO DE FASCEITE NECROTIZANTE	9	R$ 14.157,52	R$ 1.573,06
2025	05	0415040035-DEBRIDAMENTO DE ULCERA / DE TECIDOS DESVITALIZADOS	20	R$ 33.950,02	R$ 1.697,50
2025	05	0416010075-NEFRECTOMIA TOTAL EM ONCOLOGIA	3	R$ 6.657,53	R$ 2.219,18
2025	05	0416010113-ORQUIECTOMIA UNILATERAL EM ONCOLOGIA	1	R$ 1.022,98	R$ 1.022,98
2025	05	0416010121-PROSTATECTOMIA EM ONCOLOGIA	2	R$ 11.201,02	R$ 5.600,51
2025	05	0416010130-PROSTATOVESICULECTOMIA RADICAL EM ONCOLOGIA	2	R$ 10.689,10	R$ 5.344,55
2025	05	0416010172-RESSECCAO ENDOSCOPICA DE TUMOR VESICAL EM ONCOLOGIA	9	R$ 26.665,35	R$ 2.962,82
2025	05	0416020216-LINFADENECTOMIA AXILAR UNILATERAL EM ONCOLOGIA	1	R$ 2.325,37	R$ 2.325,37
2025	05	0416020240-LINFADENECTOMIA SELETIVA GUIADA (LINFONODO SENTINELA) EM ONCOLOGIA	1	R$ 873,44	R$ 873,44
2025	05	0416030025-RESSECCAO DE GLANDULA SALIVAR MENOR EM ONCOLOGIA	1	R$ 949,78	R$ 949,78
2025	05	0416030092-PAROTIDECTOMIA EM ONCOLOGIA	1	R$ 1.833,89	R$ 1.833,89
2025	05	0416030173-MAXILECTOMIA PARCIAL EM ONCOLOGIA	1	R$ 4.664,90	R$ 4.664,90
2025	05	0416030190-PELVIGLOSSOMANDIBULECTOMIA EM ONCOLOGIA	1	R$ 11.275,90	R$ 11.275,90
2025	05	0416030254-LARINGECTOMIA PARCIAL EM ONCOLOGIA	1	R$ 2.960,11	R$ 2.960,11
2025	05	0416030270-TIREOIDECTOMIA TOTAL EM ONCOLOGIA	5	R$ 17.030,45	R$ 3.406,09
2025	05	0416030297-TRAQUEOSTOMIA TRANSTUMORAL EM ONCOLOGIA	1	R$ 1.112,96	R$ 1.112,96
2025	05	0416040012-ANASTOMOSE BILEO-DIGESTIVA EM ONCOLOGIA	3	R$ 7.537,22	R$ 2.512,41
2025	05	0416040128-DUODENOPANCREATECTOMIA EM ONCOLOGIA	1	R$ 25.219,09	R$ 25.219,09
2025	05	0416040195-QUIMIOEMBOLIZACAO DE CARCINOMA HEPATICO	2	R$ 9.055,03	R$ 4.527,52
2025	05	0416040209-LAPAROTOMIA EXPLORADORA COM RESSECCAO COMPLETA OU INCOMPLETA DO TUMOR EM ONCOLOGIA	5	R$ 28.512,10	R$ 5.702,42
2025	05	0416040217-GASTRECTOMIA PARCIAL EM ONCOLOGIA	2	R$ 10.622,07	R$ 5.311,04
2025	05	0416050018-AMPUTACAO ABDOMINO-PERINEAL DE RETO EM ONCOLOGIA	2	R$ 13.711,12	R$ 6.855,56
2025	05	0416050026-COLECTOMIA PARCIAL (HEMICOLECTOMIA) EM ONCOLOGIA	4	R$ 30.841,85	R$ 7.710,46
2025	05	0416050050-EXCISAO LOCAL DE TUMOR DO RETO EM ONCOLOGIA	1	R$ 1.190,27	R$ 1.190,27
2025	05	0416050077-RETOSSIGMOIDECTOMIA ABDOMINAL EM ONCOLOGIA	5	R$ 36.355,32	R$ 7.271,06
2025	05	0416060013-AMPUTACAO CONICA DO COLO DO UTERO EM ONCOLOGIA	3	R$ 6.511,26	R$ 2.170,42
2025	05	0416060021-ANEXECTOMIA UNI / BILATERAL EM ONCOLOGIA	4	R$ 7.416,44	R$ 1.854,11
2025	05	0416060064-HISTERECTOMIA TOTAL AMPLIADA EM ONCOLOGIA	3	R$ 20.017,27	R$ 6.672,42
2025	05	0416060110-HISTERECTOMIA COM OU SEM ANEXECTOMIA (UNI / BILATERAL) EM ONCOLOGIA	3	R$ 8.247,72	R$ 2.749,24
2025	05	0416080014-EXCISAO E ENXERTO DE PELE EM ONCOLOGIA	1	R$ 475,41	R$ 475,41
2025	05	0416080030-EXCISAO E SUTURA DE LESAO NA PELE COM PLASTICA EM Z OU ROTACAO DE RETALHO EM ONCOLOGIA	1	R$ 491,41	R$ 491,41
2025	05	0416080081-RECONSTRUCAO COM RETALHO MIOCUTANEO (QUALQUER PARTE) EM ONCOLOGIA	5	R$ 36.178,08	R$ 7.235,62
2025	05	0416080120-EXTIRPACAO MULTIPLA DE LESAO DA PELE OU TECIDO CELULAR SUBCUTANEO EM ONCOLOGIA	1	R$ 711,03	R$ 711,03
2025	05	0416090028-AMPUTACAO / DESARTICULACAO DE MEMBROS SUPERIORES EM ONCOLOGIA	1	R$ 9.279,76	R$ 9.279,76
2025	05	0416090036-HEMIPELVECTOMIA EM ONCOLOGIA	1	R$ 8.921,22	R$ 8.921,22
2025	05	0416090109-RESSECCAO DE TUMOR OSSEO COM SUBSTITUICAO (ENDOPROTESE) OU COM RECONSTRUCAO E FIXACAO EM ONCOLOGIA	11	R$ 169.889,87	R$ 15.444,53
2025	05	0416090133-RESSECCAO DE TUMOR DE PARTES MOLES EM ONCOLOGIA	8	R$ 38.846,68	R$ 4.855,84
2025	05	0416110070-RESSECCAO PULMONAR EM CUNHA EM ONCOLOGIA	1	R$ 3.408,30	R$ 3.408,30
2025	05	0416120024-MASTECTOMIA RADICAL COM LINFADENECTOMIA AXILAR EM ONCOLOGIA	1	R$ 3.048,55	R$ 3.048,55
2025	05	0416120059-SEGMENTECTOMIA/QUADRANTECTOMIA/SETORECTOMIA DE MAMA EM ONCOLOGIA	4	R$ 9.272,86	R$ 2.318,22
2025	05	0503010014-ACOES RELACIONADAS A DOACAO DE ORGAOS E TECIDOS PARA TRANSPLANTE	7	R$ 9.317,38	R$ 1.331,05
2025	05	0503010022-ACOES RELACIONADAS A DOACAO DE ORGAOS E TECIDOS REALIZADAS POR EQUIPE DE OUTRO ESTABELECIMENTO DE SAUDE	36	R$ 52.578,80	R$ 1.460,52
2025	05	0505010097-TRANSPLANTE DE CORNEA	4	R$ 8.280,00	R$ 2.070,00
2025	05	0505010135-TRANSPLANTE DE CORNEA (EM CIRURGIAS COMBINADAS OU EM REOPERACOES)	1	R$ 2.070,00	R$ 2.070,00
2025	05	0506020045-TRATAMENTO DE INTERCORRENCIA POS-TRANSPLANTE DE ORGAOS / CELULAS-TRONCO HEMATOPOETICAS	2	R$ 2.413,62	R$ 1.206,81
2025	05 Total		2.433	R$ 7.787.788,65	R$ 3.200,90
2025	06	0201010135-BIOPSIA DE CORPO VERTEBRAL LAMINA E PEDICULO VERTEBRAL (POR DISPOSITIVO GUIADO)	2	R$ 924,74	R$ 462,37
2025	06	0201010267-BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO)	15	R$ 4.840,09	R$ 322,67
2025	06	0201010275-BIOPSIA DE MEDULA OSSEA	2	R$ 2.724,79	R$ 1.362,40
2025	06	0201010313-BIOPSIA DE OSSO / CARTILAGEM DA CINTURA PELVICA (POR AGULHA / CEU ABERTO)	3	R$ 685,12	R$ 228,37
2025	06	0201010321-BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO)	1	R$ 188,78	R$ 188,78
2025	06	0201010330-BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO SUPERIOR (POR AGULHA / CEU ABERTO)	2	R$ 376,54	R$ 188,27
2025	06	0301060010-DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA PEDIATRICA	4	R$ 197,08	R$ 49,27
2025	06	0301060070-DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA CIRURGICA	20	R$ 1.007,38	R$ 50,37
2025	06	0301060088-DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA MEDICA	21	R$ 1.092,50	R$ 52,02
2025	06	0303010010-TRATAMENTO DE DENGUE CLASSICA	2	R$ 875,28	R$ 437,64
2025	06	0303010037-TRATAMENTO DE OUTRAS DOENCAS BACTERIANAS	80	R$ 759.372,20	R$ 9.492,15
2025	06	0303010061-TRATAMENTO DE DOENCAS INFECCIOSAS INTESTINAIS	2	R$ 2.429,13	R$ 1.214,57
2025	06	0303010126-TRATAMENTO DE INFECCOES DE TRANSMISSAO PREDOMINANTEMENTE SEXUAL (A50 A A64)	1	R$ 258,77	R$ 258,77
2025	06	0303010134-TRATAMENTO DE INFECCOES VIRAIS CARACTERIZADAS POR LESOES DE PELE E MUCOSAS (B00 A B09)	1	R$ 261,62	R$ 261,62
2025	06	0303010142-TRATAMENTO DE INFECCOES VIRAIS DO SISTEMA NERVOSO CENTRAL	2	R$ 2.575,43	R$ 1.287,72
2025	06	0303010215-TRATAMENTO DE TUBERCULOSE (A15 A A19)	2	R$ 1.217,94	R$ 608,97
2025	06	0303020032-TRATAMENTO DE ANEMIA APLASTICA E OUTRAS ANEMIAS	4	R$ 2.823,70	R$ 705,93
2025	06	0303020040-TRATAMENTO DE ANEMIA HEMOLITICA	19	R$ 8.430,51	R$ 443,71
2025	06	0303020067-TRATAMENTO DE DEFEITOS DA COAGULACAO PURPURA E OUTRAS AFECCOES HEMORRAGICAS	3	R$ 7.063,21	R$ 2.354,40
2025	06	0303020075-TRATAMENTO DE HEMOFILIAS	3	R$ 2.787,15	R$ 929,05
2025	06	0303020083-TRATAMENTO DE OUTRAS DOENCAS DO SANGUE E DOS ORGAOS HEMATOPOIETICOS	2	R$ 13.295,75	R$ 6.647,88
2025	06	0303030020-TRATAMENTO DE DESNUTRICAO	3	R$ 25.222,08	R$ 8.407,36
2025	06	0303030038-TRATAMENTO DE DIABETES MELLITUS	4	R$ 3.838,69	R$ 959,67
2025	06	0303030046-TRATAMENTO DE DISTURBIOS METABOLICOS	3	R$ 1.359,10	R$ 453,03
2025	06	0303030054-TRATAMENTO DE TRANSTORNOS DA GLANDULA TIREOIDE	1	R$ 312,31	R$ 312,31
2025	06	0303030062-TRATAMENTO DE TRANSTORNOS DE OUTRAS GLANDULAS ENDOCRINAS	1	R$ 268,71	R$ 268,71
2025	06	0303040017-AJUSTE MEDICAMENTOSO DE SITUACOES NEUROLOGICAS AGUDIZADAS	19	R$ 11.592,60	R$ 610,14
2025	06	0303040033-TRATAMENTO DA MIGRANEA COMPLICADA	3	R$ 350,13	R$ 116,71
